CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration
9599,W-Completeren aanvraag,no resuource,2011.12.12 14:01:10,20000,2011.12.12 14:14:11,13
9600,W-Completeren aanvraag,10913,2012.01.07 10:35:28,25000,2012.01.07 10:37:20,1
9600,W-Completeren aanvraag,10982,2012.01.07 15:15:09,25000,2012.01.07 15:15:41,0
9600,W-Completeren aanvraag,10929,2012.01.07 15:32:43,25000,2012.01.07 16:05:08,32
9601,W-Completeren aanvraag,11189,2011.12.06 12:37:30,12000,2011.12.06 12:50:05,12
9602,W-Completeren aanvraag,11189,2012.01.13 11:13:07,50000,2012.01.13 11:22:19,9
9603,W-Completeren aanvraag,10929,2011.12.05 15:20:37,10000,2011.12.05 15:36:42,16
9604,W-Completeren aanvraag,11119,2012.01.10 18:40:35,5000,2012.01.10 18:50:23,9
9605,W-Completeren aanvraag,11122,2012.02.15 18:57:05,5500,2012.02.15 19:05:44,8
9606,W-Completeren aanvraag,10909,2011.12.05 11:36:57,20000,2011.12.05 11:45:31,8
9607,W-Completeren aanvraag,11180,2011.11.17 18:47:10,1000,2011.11.17 18:51:38,4
9608,W-Completeren aanvraag,11189,2011.12.02 12:09:49,3000,2011.12.02 12:19:01,9
9609,W-Completeren aanvraag,10912,2011.12.10 10:34:04,50000,2011.12.10 10:38:08,4
9610,W-Completeren aanvraag,11300,2012.02.17 11:31:57,26000,2012.02.17 11:43:49,11
9611,W-Completeren aanvraag,11000,2012.02.01 11:39:53,5000,2012.02.01 11:56:09,16
9612,W-Afhandelen leads,10863,2012.01.09 17:06:16,45000,2012.01.09 17:14:54,8
9612,W-Completeren aanvraag,10881,2012.01.09 18:26:48,45000,2012.01.09 18:29:43,2
9612,W-Completeren aanvraag,11002,2012.01.09 18:34:16,45000,2012.01.09 18:48:25,14
9612,W-Completeren aanvraag,11002,2012.01.09 18:48:32,45000,2012.01.09 18:53:26,4
9613,W-Afhandelen leads,10982,2012.01.07 12:15:11,10000,2012.01.07 12:15:39,0
9613,W-Completeren aanvraag,10909,2012.01.07 14:37:42,10000,2012.01.07 14:43:19,5
9613,W-Completeren aanvraag,10913,2012.01.07 15:16:30,10000,2012.01.07 15:23:14,6
9613,W-Completeren aanvraag,10912,2012.01.07 15:43:41,10000,2012.01.07 15:47:59,4
9614,W-Afhandelen leads,10863,2012.01.10 19:38:37,18000,2012.01.10 19:45:17,6
9614,W-Completeren aanvraag,10912,2012.01.11 10:04:33,18000,2012.01.11 10:04:40,0
9614,W-Completeren aanvraag,10861,2012.01.11 14:55:31,18000,2012.01.11 14:57:47,2
9614,W-Completeren aanvraag,10910,2012.01.12 11:37:48,18000,2012.01.12 11:43:12,5
9615,W-Afhandelen leads,10910,2011.11.21 16:00:15,35500,2011.11.21 16:01:27,1
9615,W-Completeren aanvraag,no resuource,2011.11.21 16:49:41,35500,2011.11.21 16:53:23,3
9615,W-Completeren aanvraag,11119,2011.11.21 18:55:47,35500,2011.11.21 18:56:34,0
9615,W-Completeren aanvraag,11169,2011.11.22 10:57:05,35500,2011.11.22 11:01:44,4
9616,W-Afhandelen leads,11169,2012.01.18 11:56:25,5000,2012.01.18 12:00:22,3
9616,W-Afhandelen leads,11169,2012.01.18 12:02:07,5000,2012.01.18 12:04:33,2
9616,W-Completeren aanvraag,11189,2012.01.18 12:29:19,5000,2012.01.18 12:41:17,11
9617,W-Afhandelen leads,11169,2012.01.18 11:56:25,5000,2012.01.18 12:00:22,3
9617,W-Afhandelen leads,11169,2012.01.18 12:02:07,5000,2012.01.18 12:04:33,2
9617,W-Completeren aanvraag,11189,2012.01.18 12:29:19,5000,2012.01.18 12:41:17,11
9618,W-Afhandelen leads,11122,2012.01.13 20:35:23,6000,2012.01.13 20:37:33,2
9618,W-Completeren aanvraag,10929,2012.01.14 14:02:27,6000,2012.01.14 14:04:20,1
9618,W-Completeren aanvraag,11121,2012.01.16 12:02:34,6000,2012.01.16 12:03:24,0
9618,W-Completeren aanvraag,11019,2012.01.21 15:21:34,6000,2012.01.21 15:23:21,1
9618,W-Completeren aanvraag,11019,2012.01.23 14:43:13,6000,2012.01.23 14:47:13,4
9619,W-Afhandelen leads,11122,2011.12.21 19:44:31,6112,2011.12.21 19:45:36,1
9619,W-Completeren aanvraag,11019,2011.12.21 20:07:42,6112,2011.12.21 20:09:23,1
9619,W-Completeren aanvraag,10939,2011.12.21 20:44:11,6112,2011.12.21 20:49:28,5
9620,W-Afhandelen leads,10629,2012.02.17 20:52:00,5000,2012.02.17 20:54:05,2
9620,W-Completeren aanvraag,10909,2012.02.18 11:53:01,5000,2012.02.18 11:58:25,5
9620,W-Completeren aanvraag,10935,2012.02.20 09:38:14,5000,2012.02.20 09:42:44,4
9621,W-Afhandelen leads,10881,2012.02.14 10:03:53,26000,2012.02.14 10:07:52,3
9621,W-Completeren aanvraag,10881,2012.02.14 10:08:08,26000,2012.02.14 10:11:17,3
9621,W-Completeren aanvraag,10881,2012.02.14 11:36:06,26000,2012.02.14 11:38:33,2
9622,W-Afhandelen leads,11189,2012.01.04 12:51:23,9358,2012.01.04 12:53:07,1
9622,W-Completeren aanvraag,11119,2012.01.04 18:51:46,9358,2012.01.04 18:54:11,2
9622,W-Completeren aanvraag,11203,2012.01.04 18:57:40,9358,2012.01.04 19:00:35,2
9623,W-Afhandelen leads,11121,2012.02.24 09:17:07,20000,2012.02.24 09:20:43,3
9623,W-Completeren aanvraag,11300,2012.02.24 10:16:32,20000,2012.02.24 10:21:17,4
9623,W-Completeren aanvraag,11169,2012.02.24 12:32:43,20000,2012.02.24 12:51:38,18
9624,W-Afhandelen leads,10913,2011.11.17 20:24:37,5000,2011.11.17 20:27:44,3
9624,W-Completeren aanvraag,10939,2011.11.18 10:22:26,5000,2011.11.18 10:25:45,3
9624,W-Completeren aanvraag,11201,2011.11.18 16:30:38,5000,2011.11.18 16:37:48,7
9625,W-Afhandelen leads,11003,2012.02.22 13:14:21,6000,2012.02.22 13:16:13,1
9625,W-Completeren aanvraag,11003,2012.02.22 19:13:20,6000,2012.02.22 19:15:09,1
9625,W-Completeren aanvraag,10931,2012.02.22 19:48:12,6000,2012.02.22 19:55:35,7
9626,W-Afhandelen leads,11169,2011.11.23 09:58:56,1000,2011.11.23 10:01:13,2
9626,W-Completeren aanvraag,10910,2011.11.23 14:00:11,1000,2011.11.23 14:05:54,5
9626,W-Completeren aanvraag,10932,2011.11.23 15:58:14,1000,2011.11.23 16:03:37,5
9627,W-Afhandelen leads,10914,2012.01.12 14:35:31,2000,2012.01.12 14:45:09,9
9627,W-Completeren aanvraag,11122,2012.01.12 19:36:13,2000,2012.01.12 19:36:22,0
9627,W-Completeren aanvraag,11122,2012.01.12 19:54:18,2000,2012.01.12 20:03:10,8
9628,W-Completeren aanvraag,11119,2011.12.24 14:33:15,20000,2011.12.24 14:37:15,4
9628,W-Completeren aanvraag,11019,2011.12.27 09:59:30,20000,2011.12.27 10:02:00,2
9628,W-Completeren aanvraag,10932,2011.12.27 14:22:24,20000,2011.12.27 14:23:14,0
9628,W-Completeren aanvraag,11203,2011.12.27 17:47:22,20000,2011.12.27 17:49:18,1
9628,W-Completeren aanvraag,11181,2011.12.28 20:55:31,20000,2011.12.28 21:00:05,4
9628,W-Completeren aanvraag,11179,2011.12.29 10:29:55,20000,2011.12.29 10:30:05,0
9628,W-Completeren aanvraag,11180,2011.12.29 19:35:07,20000,2011.12.29 19:37:43,2
9629,W-Completeren aanvraag,10910,2012.01.23 10:44:57,3000,2012.01.23 10:46:08,1
9629,W-Completeren aanvraag,11019,2012.01.23 16:42:18,3000,2012.01.23 16:44:12,1
9629,W-Completeren aanvraag,11119,2012.01.23 19:32:18,3000,2012.01.23 19:44:41,12
9630,W-Completeren aanvraag,10912,2012.01.21 11:58:40,6000,2012.01.21 11:58:59,0
9630,W-Completeren aanvraag,10912,2012.01.21 12:49:43,6000,2012.01.21 12:50:23,0
9630,W-Completeren aanvraag,10913,2012.01.21 13:49:46,6000,2012.01.21 13:57:12,7
9631,W-Completeren aanvraag,11302,2012.02.24 19:36:20,20000,2012.02.24 19:36:43,0
9631,W-Completeren aanvraag,10909,2012.02.25 11:08:35,20000,2012.02.25 11:08:44,0
9631,W-Completeren aanvraag,10913,2012.02.25 11:26:45,20000,2012.02.25 11:45:11,18
9632,W-Completeren aanvraag,10932,2012.01.11 15:58:54,5000,2012.01.11 16:01:46,2
9632,W-Completeren aanvraag,11169,2012.01.12 12:25:29,5000,2012.01.12 12:32:39,7
9632,W-Completeren aanvraag,10913,2012.01.13 17:55:03,5000,2012.01.13 17:56:01,0
9632,W-Completeren aanvraag,10913,2012.01.13 20:41:22,5000,2012.01.13 21:00:34,19
9632,W-Completeren aanvraag,11201,2012.01.17 13:25:15,5000,2012.01.17 13:25:31,0
9632,W-Completeren aanvraag,10863,2012.01.17 20:29:39,5000,2012.01.17 20:32:39,3
9632,W-Completeren aanvraag,10881,2012.01.18 12:39:54,5000,2012.01.18 12:40:03,0
9632,W-Completeren aanvraag,11180,2012.01.18 19:51:28,5000,2012.01.18 19:51:59,0
9632,W-Completeren aanvraag,11180,2012.01.18 20:11:13,5000,2012.01.18 20:12:09,0
9632,W-Completeren aanvraag,11000,2012.01.20 10:41:10,5000,2012.01.20 10:42:32,1
9632,W-Completeren aanvraag,11002,2012.01.20 19:42:03,5000,2012.01.20 19:43:18,1
9632,W-Completeren aanvraag,10861,2012.01.23 18:38:45,5000,2012.01.23 18:39:58,1
9632,W-Completeren aanvraag,11179,2012.01.25 10:13:37,5000,2012.01.25 10:15:39,2
9632,W-Completeren aanvraag,11119,2012.01.25 19:39:16,5000,2012.01.25 19:44:51,5
9632,W-Completeren aanvraag,10933,2012.02.08 20:27:59,5000,2012.02.08 20:28:17,0
9632,W-Completeren aanvraag,10933,2012.02.08 20:27:59,5000,2012.02.10 09:15:20,2207
9633,W-Completeren aanvraag,10909,2012.02.13 12:43:42,7500,2012.02.13 12:45:06,1
9633,W-Completeren aanvraag,11203,2012.02.14 12:21:59,7500,2012.02.14 12:24:02,2
9633,W-Completeren aanvraag,11180,2012.02.14 18:48:22,7500,2012.02.14 18:49:28,1
9633,W-Completeren aanvraag,11319,2012.02.15 14:51:10,7500,2012.02.15 14:59:15,8
9633,W-Completeren aanvraag,10933,2012.02.16 19:22:11,7500,2012.02.16 19:23:45,1
9633,W-Completeren aanvraag,10933,2012.02.16 19:42:35,7500,2012.02.16 19:44:45,2
9633,W-Completeren aanvraag,11121,2012.02.17 12:07:17,7500,2012.02.17 12:08:59,1
9633,W-Completeren aanvraag,10909,2012.02.18 11:18:03,7500,2012.02.18 11:24:38,6
9633,W-Completeren aanvraag,11019,2012.02.21 18:07:32,7500,2012.02.21 18:09:26,1
9633,W-Completeren aanvraag,11309,2012.02.22 12:27:49,7500,2012.02.22 12:32:36,4
9633,W-Completeren aanvraag,11309,2012.02.22 13:04:13,7500,2012.02.22 13:04:20,0
9633,W-Completeren aanvraag,11203,2012.02.22 20:52:42,7500,2012.02.22 20:55:08,2
9633,W-Completeren aanvraag,11009,2012.03.13 12:28:03,7500,2012.03.13 12:28:38,0
9633,W-Completeren aanvraag,11009,2012.03.13 12:28:03,7500,2012.03.14 09:15:13,1247
9634,W-Completeren aanvraag,10982,2011.11.24 13:54:26,10000,2011.11.24 13:58:09,3
9635,W-Completeren aanvraag,no resuource,2011.11.28 10:36:31,10000,2011.11.28 10:38:24,1
9635,W-Completeren aanvraag,no resuource,2011.11.28 15:06:11,10000,2011.11.28 15:06:20,0
9635,W-Completeren aanvraag,no resuource,2011.11.28 15:24:52,10000,2011.11.28 15:28:05,3
9635,W-Completeren aanvraag,no resuource,2011.11.28 18:48:31,10000,2011.11.28 18:49:34,1
9635,W-Completeren aanvraag,10910,2011.11.29 11:16:44,10000,2011.11.29 11:18:22,1
9636,W-Afhandelen leads,10889,2011.12.26 12:06:34,6000,2011.12.26 12:07:54,1
9636,W-Completeren aanvraag,11002,2011.12.26 15:50:23,6000,2011.12.26 15:56:36,6
9636,W-Completeren aanvraag,11201,2011.12.27 10:26:18,6000,2011.12.27 10:31:17,4
9636,W-Completeren aanvraag,11019,2011.12.27 11:25:14,6000,2011.12.27 11:31:57,6
9636,W-Completeren aanvraag,11179,2011.12.27 13:33:45,6000,2011.12.27 13:34:44,0
9636,W-Completeren aanvraag,11122,2011.12.27 19:55:42,6000,2011.12.27 19:55:47,0
9636,W-Completeren aanvraag,11122,2011.12.27 20:08:34,6000,2011.12.27 20:10:53,2
9636,W-Completeren aanvraag,11179,2011.12.29 09:17:09,6000,2011.12.29 09:20:53,3
9636,W-Completeren aanvraag,11180,2011.12.29 19:27:42,6000,2011.12.29 19:28:47,1
9636,W-Completeren aanvraag,11181,2011.12.30 20:08:50,6000,2011.12.30 20:10:46,1
9636,W-Completeren aanvraag,11002,2012.01.02 09:14:24,6000,2012.01.02 09:14:37,0
9636,W-Completeren aanvraag,11121,2012.01.02 10:19:58,6000,2012.01.02 10:21:27,1
9636,W-Completeren aanvraag,11121,2012.01.02 11:58:01,6000,2012.01.02 11:58:10,0
9636,W-Completeren aanvraag,10913,2012.01.07 13:38:46,6000,2012.01.07 13:45:46,7
9636,W-Completeren aanvraag,10861,2012.01.11 10:49:07,6000,2012.01.11 10:51:01,1
9636,W-Completeren aanvraag,10861,2012.01.11 10:49:07,6000,2012.01.25 09:15:20,20066
9637,W-Afhandelen leads,no resuource,2011.11.19 10:38:08,7000,2011.11.19 10:40:04,1
9637,W-Completeren aanvraag,10931,2011.11.19 12:18:59,7000,2011.11.19 12:20:26,1
9637,W-Completeren aanvraag,11000,2011.11.19 12:24:02,7000,2011.11.19 12:26:39,2
9637,W-Completeren aanvraag,11180,2011.11.21 09:37:19,7000,2011.11.21 10:06:29,29
9637,W-Completeren aanvraag,11180,2011.11.21 11:41:27,7000,2011.11.21 11:49:42,8
9637,W-Completeren aanvraag,11180,2011.11.21 13:44:50,7000,2011.11.21 13:46:04,1
9637,W-Completeren aanvraag,11201,2011.11.21 18:11:52,7000,2011.11.21 18:20:20,8
9638,W-Afhandelen leads,11169,2012.01.12 12:04:49,20000,2012.01.12 12:07:16,2
9638,W-Completeren aanvraag,10914,2012.01.12 16:28:52,20000,2012.01.12 16:43:07,14
9639,W-Afhandelen leads,11203,2012.02.20 15:06:51,15000,2012.02.20 15:09:51,3
9639,W-Completeren aanvraag,11302,2012.02.20 18:46:23,15000,2012.02.20 19:05:21,18
9640,W-Afhandelen leads,11201,2012.02.23 09:39:18,5000,2012.02.23 09:45:54,6
9640,W-Completeren aanvraag,11179,2012.02.23 10:57:59,5000,2012.02.23 11:02:50,4
9641,W-Completeren aanvraag,11203,2012.01.28 11:35:40,11750,2012.01.28 11:39:06,3
9641,W-Completeren aanvraag,11003,2012.02.14 18:04:39,11750,2012.02.14 18:07:11,2
9641,W-Completeren aanvraag,11019,2012.02.15 15:55:28,11750,2012.02.15 15:57:19,1
9641,W-Completeren aanvraag,10861,2012.02.22 13:26:06,11750,2012.02.22 13:27:30,1
9641,W-Completeren aanvraag,10861,2012.02.22 13:26:06,11750,2012.02.27 09:15:11,6949
9642,W-Completeren aanvraag,10929,2012.01.03 20:32:33,10000,2012.01.03 20:34:15,1
9642,W-Completeren aanvraag,11179,2012.01.04 12:50:09,10000,2012.01.04 12:50:53,0
9642,W-Completeren aanvraag,10861,2012.01.04 20:14:13,10000,2012.01.04 20:15:08,0
9642,W-Completeren aanvraag,11181,2012.01.05 11:28:26,10000,2012.01.05 11:37:06,8
9643,W-Completeren aanvraag,11203,2012.01.04 18:03:46,5000,2012.01.04 18:08:26,4
9643,W-Completeren aanvraag,11203,2012.01.04 18:08:34,5000,2012.01.04 18:08:49,0
9643,W-Completeren aanvraag,11179,2012.01.06 11:45:04,5000,2012.01.06 11:45:38,0
9643,W-Completeren aanvraag,10982,2012.01.06 16:12:59,5000,2012.01.06 16:20:06,7
9644,W-Completeren aanvraag,11122,2012.01.12 20:03:14,3500,2012.01.12 20:19:40,16
9644,W-Completeren aanvraag,11122,2012.01.12 20:29:03,3500,2012.01.12 20:29:09,0
9644,W-Completeren aanvraag,11122,2012.01.13 20:59:46,3500,2012.01.13 21:01:55,2
9644,W-Completeren aanvraag,10861,2012.01.14 15:31:34,3500,2012.01.14 15:33:11,1
9644,W-Completeren aanvraag,11121,2012.01.16 12:27:31,3500,2012.01.16 12:29:25,1
9644,W-Completeren aanvraag,11201,2012.01.16 17:34:09,3500,2012.01.16 17:35:56,1
9644,W-Completeren aanvraag,10861,2012.01.16 18:37:10,3500,2012.01.16 18:38:45,1
9644,W-Completeren aanvraag,10889,2012.01.18 13:46:11,3500,2012.01.18 13:51:49,5
9644,W-Completeren aanvraag,10861,2012.01.18 19:22:30,3500,2012.01.18 19:23:17,0
9644,W-Completeren aanvraag,11119,2012.01.19 20:12:39,3500,2012.01.19 20:14:14,1
9644,W-Completeren aanvraag,10913,2012.01.20 20:05:55,3500,2012.01.20 20:10:53,4
9644,W-Completeren aanvraag,10861,2012.01.23 19:18:33,3500,2012.01.23 19:19:05,0
9644,W-Completeren aanvraag,11119,2012.01.24 20:21:37,3500,2012.01.24 20:24:24,2
9644,W-Completeren aanvraag,11002,2012.02.11 11:45:45,3500,2012.02.11 11:45:54,0
9644,W-Completeren aanvraag,11002,2012.02.11 11:45:45,3500,2012.02.12 09:15:31,1289
9645,W-Completeren aanvraag,10889,2011.11.28 18:50:04,8000,2011.11.28 18:53:08,3
9645,W-Completeren aanvraag,10889,2011.11.28 18:53:24,8000,2011.11.28 18:57:54,4
9645,W-Nabellen offertes,11189,2011.12.06 10:52:27,8000,2011.12.06 10:55:45,3
9645,W-Nabellen offertes,10881,2011.12.07 20:02:48,8000,2011.12.07 20:08:13,5
9646,W-Afhandelen leads,10881,2012.02.28 09:15:27,5000,2012.02.28 09:16:52,1
9646,W-Afhandelen leads,10881,2012.02.28 09:20:22,5000,2012.02.28 09:20:56,0
9646,W-Afhandelen leads,11169,2012.02.28 09:23:09,5000,2012.02.28 09:25:17,2
9647,W-Afhandelen leads,10910,2011.12.01 09:06:08,25000,2011.12.01 09:56:54,50
9647,W-Afhandelen leads,10910,2011.12.01 10:17:44,25000,2011.12.01 12:21:01,123
9647,W-Afhandelen leads,no resuource,2011.12.01 12:27:15,25000,2011.12.01 12:31:50,4
9648,W-Afhandelen leads,10929,2012.01.14 10:07:06,13162,2012.01.14 10:07:42,0
9648,W-Afhandelen leads,10932,2012.01.14 10:16:11,13162,2012.01.14 12:25:42,129
9648,W-Afhandelen leads,10932,2012.01.14 12:26:17,13162,2012.01.14 12:28:33,2
9649,W-Afhandelen leads,10910,2011.11.21 16:35:53,2000,2011.11.22 06:15:03,819
9649,W-Afhandelen leads,no resuource,2011.11.22 09:02:39,2000,2011.11.22 09:04:19,1
9649,W-Afhandelen leads,no resuource,2011.11.22 09:52:07,2000,2011.11.22 09:52:35,0
9650,W-Completeren aanvraag,11201,2012.02.02 09:21:49,7000,2012.02.02 09:26:36,4
9650,W-Completeren aanvraag,11003,2012.02.02 13:32:12,7000,2012.02.02 13:38:28,6
9650,W-Completeren aanvraag,11119,2012.02.02 17:18:07,7000,2012.02.02 17:18:52,0
9650,W-Completeren aanvraag,10913,2012.02.04 14:52:27,7000,2012.02.04 14:57:44,5
9650,W-Completeren aanvraag,10932,2012.02.04 15:33:49,7000,2012.02.04 15:36:45,2
9650,W-Completeren aanvraag,11181,2012.02.06 18:09:52,7000,2012.02.06 18:12:00,2
9650,W-Completeren aanvraag,11169,2012.02.08 10:17:49,7000,2012.02.08 10:18:30,0
9650,W-Completeren aanvraag,11201,2012.02.09 13:49:49,7000,2012.02.09 13:50:10,0
9650,W-Completeren aanvraag,10933,2012.02.09 19:57:42,7000,2012.02.09 19:58:40,0
9650,W-Completeren aanvraag,11002,2012.02.11 12:57:38,7000,2012.02.11 12:59:35,1
9650,W-Completeren aanvraag,10889,2012.02.18 10:15:39,7000,2012.02.18 10:23:22,7
9650,W-Completeren aanvraag,11003,2012.03.02 09:52:17,7000,2012.03.02 09:53:10,0
9650,W-Completeren aanvraag,11003,2012.03.02 09:52:17,7000,2012.03.03 09:15:21,1403
9651,W-Completeren aanvraag,no resuource,2012.02.07 10:41:24,12500,2012.02.07 10:42:56,1
9651,W-Completeren aanvraag,10863,2012.02.07 20:03:13,12500,2012.02.07 20:06:14,3
9651,W-Completeren aanvraag,11169,2012.02.08 09:40:48,12500,2012.02.08 09:42:14,1
9651,W-Completeren aanvraag,10861,2012.02.08 14:59:03,12500,2012.02.08 14:59:52,0
9651,W-Completeren aanvraag,11203,2012.02.09 09:18:10,12500,2012.02.09 09:22:06,3
9651,W-Completeren aanvraag,11003,2012.02.09 17:47:02,12500,2012.02.09 17:51:12,4
9652,W-Completeren aanvraag,11169,2012.02.14 10:03:59,60000,2012.02.14 10:05:17,1
9652,W-Completeren aanvraag,10913,2012.02.14 10:29:53,60000,2012.02.14 10:30:43,0
9652,W-Completeren aanvraag,10913,2012.02.14 10:37:02,60000,2012.02.14 10:39:23,2
9652,W-Completeren aanvraag,11121,2012.02.15 14:53:46,60000,2012.02.15 14:54:51,1
9652,W-Completeren aanvraag,11181,2012.02.15 19:47:41,60000,2012.02.15 19:48:54,1
9652,W-Completeren aanvraag,11019,2012.02.16 09:58:52,60000,2012.02.16 10:20:39,21
9653,W-Afhandelen leads,11189,2011.12.29 09:47:18,15000,2011.12.29 09:48:44,1
9653,W-Completeren aanvraag,11179,2011.12.29 12:36:23,15000,2011.12.29 12:36:28,0
9653,W-Completeren aanvraag,11180,2011.12.29 18:37:53,15000,2011.12.29 18:40:04,2
9653,W-Completeren aanvraag,10939,2011.12.29 18:47:39,15000,2011.12.29 18:48:07,0
9653,W-Completeren aanvraag,11003,2011.12.29 19:19:31,15000,2011.12.29 19:19:44,0
9653,W-Completeren aanvraag,11003,2011.12.29 19:25:24,15000,2011.12.29 19:31:30,6
9654,W-Afhandelen leads,10913,2011.12.26 12:01:24,15000,2011.12.26 12:03:04,1
9654,W-Completeren aanvraag,11002,2011.12.26 13:47:24,15000,2011.12.26 14:00:04,12
9654,W-Completeren aanvraag,11122,2011.12.27 17:58:27,15000,2011.12.27 17:58:34,0
9654,W-Completeren aanvraag,11122,2011.12.27 18:17:10,15000,2011.12.27 18:17:17,0
9654,W-Completeren aanvraag,11203,2011.12.27 18:17:45,15000,2011.12.27 19:08:31,50
9654,W-Completeren aanvraag,11203,2011.12.27 19:21:21,15000,2011.12.27 19:22:23,1
9655,W-Afhandelen leads,no resuource,2012.02.07 15:56:44,2500,2012.02.07 16:01:21,4
9655,W-Completeren aanvraag,no resuource,2012.02.07 16:52:24,2500,2012.02.07 16:59:41,7
9655,W-Completeren aanvraag,10863,2012.02.07 19:27:40,2500,2012.02.07 19:31:39,3
9656,W-Afhandelen leads,10935,2012.02.20 10:06:43,6000,2012.02.20 10:07:29,0
9656,W-Completeren aanvraag,11300,2012.02.20 14:29:50,6000,2012.02.20 14:32:31,2
9656,W-Completeren aanvraag,11203,2012.02.20 16:29:34,6000,2012.02.20 16:44:25,14
9657,W-Afhandelen leads,10909,2012.02.13 09:57:48,38000,2012.02.13 09:58:16,0
9657,W-Completeren aanvraag,11000,2012.02.13 15:50:27,38000,2012.02.13 15:52:29,2
9657,W-Completeren aanvraag,11203,2012.02.14 13:27:47,38000,2012.02.14 13:27:59,0
9657,W-Completeren aanvraag,11119,2012.02.15 17:17:03,38000,2012.02.15 17:17:21,0
9657,W-Completeren aanvraag,11302,2012.02.21 09:14:04,38000,2012.02.21 09:14:15,0
9657,W-Completeren aanvraag,11019,2012.02.21 13:39:56,38000,2012.02.21 13:44:21,4
9657,W-Completeren aanvraag,10909,2012.02.25 16:23:46,38000,2012.02.25 16:23:53,0
9657,W-Completeren aanvraag,11203,2012.02.28 15:27:13,38000,2012.02.28 15:27:25,0
9657,W-Completeren aanvraag,10863,2012.02.29 20:36:46,38000,2012.02.29 20:39:13,2
9657,W-Completeren aanvraag,11319,2012.03.07 09:30:29,38000,2012.03.07 09:31:42,1
9657,W-Completeren aanvraag,11319,2012.03.07 09:30:29,38000,2012.03.14 09:15:15,10064
9658,W-Afhandelen leads,11203,2011.11.26 10:14:21,10000,2011.11.26 10:17:44,3
9658,W-Completeren aanvraag,10912,2011.11.26 11:50:44,10000,2011.11.26 11:52:43,1
9658,W-Completeren aanvraag,11203,2011.11.26 14:11:23,10000,2011.11.26 14:11:54,0
9658,W-Completeren aanvraag,10909,2011.11.28 12:35:24,10000,2011.11.28 12:35:45,0
9658,W-Completeren aanvraag,11179,2011.12.03 12:17:00,10000,2011.12.03 12:19:00,2
9658,W-Completeren aanvraag,11049,2011.12.05 08:30:11,10000,2011.12.05 08:35:37,5
9658,W-Completeren aanvraag,11049,2011.12.05 08:36:01,10000,2011.12.05 08:41:33,5
9659,W-Afhandelen leads,10889,2012.01.23 15:33:05,50000,2012.01.23 15:33:11,0
9659,W-Afhandelen leads,no resuource,2012.01.23 15:34:14,50000,2012.01.23 15:36:53,2
9659,W-Completeren aanvraag,11201,2012.01.23 15:38:07,50000,2012.01.23 15:59:34,21
9659,W-Completeren aanvraag,11201,2012.01.23 15:59:55,50000,2012.01.23 16:07:03,7
9660,W-Completeren aanvraag,11179,2012.02.01 13:57:34,5000,2012.02.01 14:00:33,2
9660,W-Completeren aanvraag,10912,2012.02.01 15:16:44,5000,2012.02.01 15:16:54,0
9660,W-Completeren aanvraag,10861,2012.02.08 12:37:55,5000,2012.02.08 12:39:33,1
9660,W-Completeren aanvraag,11003,2012.02.14 18:22:37,5000,2012.02.14 18:22:54,0
9660,W-Completeren aanvraag,11181,2012.02.29 18:52:44,5000,2012.02.29 19:24:16,31
9660,W-Completeren aanvraag,11179,2012.03.02 09:46:28,5000,2012.03.02 09:46:52,0
9660,W-Completeren aanvraag,11179,2012.03.02 09:46:28,5000,2012.03.03 09:15:13,1408
9661,W-Completeren aanvraag,11203,2011.11.26 14:40:53,10000,2011.11.26 14:44:15,3
9661,W-Completeren aanvraag,10909,2011.11.28 12:05:49,10000,2011.11.28 12:07:17,1
9661,W-Completeren aanvraag,10932,2011.11.28 12:18:10,10000,2011.11.28 12:21:19,3
9661,W-Completeren aanvraag,11119,2011.11.28 18:19:05,10000,2011.11.28 18:20:16,1
9661,W-Completeren aanvraag,10982,2011.11.29 17:07:33,10000,2011.11.29 17:07:40,0
9661,W-Completeren aanvraag,10982,2011.11.29 19:48:07,10000,2011.11.29 19:48:52,0
9661,W-Completeren aanvraag,11180,2011.11.30 20:34:27,10000,2011.11.30 20:35:44,1
9661,W-Completeren aanvraag,11180,2011.12.01 18:07:49,10000,2011.12.01 18:11:04,3
9661,W-Completeren aanvraag,11180,2011.12.01 18:07:49,10000,2011.12.27 09:15:10,36907
9662,W-Completeren aanvraag,10228,2012.02.09 16:31:40,9000,2012.02.10 06:15:06,823
9662,W-Completeren aanvraag,11203,2012.02.10 09:22:30,9000,2012.02.10 09:22:43,0
9662,W-Completeren aanvraag,11201,2012.02.10 17:00:45,9000,2012.02.10 17:01:36,0
9662,W-Completeren aanvraag,10913,2012.02.10 18:27:14,9000,2012.02.10 18:28:33,1
9663,W-Completeren aanvraag,10863,2012.01.02 20:10:01,5000,2012.01.02 20:11:26,1
9663,W-Completeren aanvraag,10982,2012.01.07 15:59:10,5000,2012.01.07 15:59:27,0
9663,W-Completeren aanvraag,11181,2012.01.09 10:36:44,5000,2012.01.09 10:38:09,1
9663,W-Completeren aanvraag,10899,2012.01.09 14:39:00,5000,2012.01.09 14:40:13,1
9664,W-Completeren aanvraag,10932,2012.01.11 13:49:31,6000,2012.01.11 13:49:36,0
9664,W-Completeren aanvraag,11189,2012.01.11 16:51:07,6000,2012.01.11 16:53:00,1
