,id,activity,complete_timestamp,activity_history,next_activity,next_time,elapsed_time,total_time,remaining_time
1260,1-428421057,Accepted,2010-12-09 11:10:24+00:00,Accepted+Queued+Accepted,Accepted,2010-12-09 11:12:29+00:00,71126,36718873,36647747
1261,1-428421057,Accepted,2010-12-09 11:12:29+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-02-06 15:03:20+00:00,71251,36718873,36647622
1262,1-428421057,Accepted,2012-02-06 15:03:20+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-06 15:06:11+00:00,36718702,36718873,171
1263,1-428421057,Completed,2012-02-06 15:06:11+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-06 15:06:11+00:00,36718873,36718873,0
1264,1-429498598,Accepted,2010-12-13 07:41:40+00:00,Accepted,Accepted,2011-08-26 11:58:26+00:00,0,35863543,35863543
1265,1-429498598,Accepted,2011-08-26 11:58:26+00:00,Accepted+Accepted,Accepted,2012-01-30 12:41:27+00:00,22133806,35863543,13729737
1266,1-429498598,Accepted,2012-01-30 12:41:27+00:00,Accepted+Accepted+Accepted,Accepted,2012-02-01 07:57:23+00:00,35701187,35863543,162356
1267,1-429498598,Accepted,2012-02-01 07:57:23+00:00,Accepted+Accepted+Accepted+Accepted,Completed,2012-02-01 09:47:23+00:00,35856943,35863543,6600
1268,1-429498598,Completed,2012-02-01 09:47:23+00:00,Accepted+Accepted+Accepted+Accepted+Completed,!,2012-02-01 09:47:23+00:00,35863543,35863543,0
1269,1-429979181,Accepted,2010-12-14 09:22:05+00:00,Accepted,Queued,2010-12-14 09:30:06+00:00,0,36222344,36222344
1270,1-429979181,Queued,2010-12-14 09:30:06+00:00,Accepted+Queued,Accepted,2010-12-14 10:23:22+00:00,481,36222344,36221863
1271,1-429979181,Accepted,2010-12-14 10:23:22+00:00,Accepted+Queued+Accepted,Accepted,2010-12-14 10:23:27+00:00,3677,36222344,36218667
1272,1-429979181,Accepted,2010-12-14 10:23:27+00:00,Accepted+Queued+Accepted+Accepted,Queued,2011-04-07 10:49:36+00:00,3682,36222344,36218662
1273,1-429979181,Queued,2011-04-07 10:49:36+00:00,Accepted+Queued+Accepted+Accepted+Queued,Accepted,2011-04-07 10:53:08+00:00,9854851,36222344,26367493
1274,1-429979181,Accepted,2011-04-07 10:53:08+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted,Accepted,2011-04-07 11:17:37+00:00,9855063,36222344,26367281
1275,1-429979181,Accepted,2011-04-07 11:17:37+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted,Accepted,2011-04-11 07:42:33+00:00,9856532,36222344,26365812
1276,1-429979181,Accepted,2011-04-11 07:42:33+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted,Accepted,2011-04-11 07:52:14+00:00,10189228,36222344,26033116
1277,1-429979181,Accepted,2011-04-11 07:52:14+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted,Accepted,2011-04-11 07:55:03+00:00,10189809,36222344,26032535
1278,1-429979181,Accepted,2011-04-11 07:55:03+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted,Queued,2011-04-11 09:54:44+00:00,10189978,36222344,26032366
1279,1-429979181,Queued,2011-04-11 09:54:44+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted+Queued,Accepted,2011-04-11 10:25:36+00:00,10197159,36222344,26025185
1280,1-429979181,Accepted,2011-04-11 10:25:36+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted+Queued+Accepted,Accepted,2011-04-11 10:25:47+00:00,10199011,36222344,26023333
1281,1-429979181,Accepted,2011-04-11 10:25:47+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted,Accepted,2012-02-06 15:06:34+00:00,10199022,36222344,26023322
1282,1-429979181,Accepted,2012-02-06 15:06:34+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-06 15:07:49+00:00,36222269,36222344,75
1283,1-429979181,Completed,2012-02-06 15:07:49+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-06 15:07:49+00:00,36222344,36222344,0
1284,1-430150814,Accepted,2010-12-14 13:35:45+00:00,Accepted,Accepted,2010-12-14 13:39:07+00:00,0,42600337,42600337
1285,1-430150814,Accepted,2010-12-14 13:39:07+00:00,Accepted+Accepted,Accepted,2011-12-07 13:15:22+00:00,202,42600337,42600135
1286,1-430150814,Accepted,2011-12-07 13:15:22+00:00,Accepted+Accepted+Accepted,Accepted,2011-12-07 13:17:11+00:00,30929977,42600337,11670360
1287,1-430150814,Accepted,2011-12-07 13:17:11+00:00,Accepted+Accepted+Accepted+Accepted,Accepted,2011-12-07 13:18:05+00:00,30930086,42600337,11670251
1288,1-430150814,Accepted,2011-12-07 13:18:05+00:00,Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-02-29 12:06:02+00:00,30930140,42600337,11670197
1289,1-430150814,Accepted,2012-02-29 12:06:02+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-03-30 12:23:27+00:00,38183417,42600337,4416920
1290,1-430150814,Accepted,2012-03-30 12:23:27+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Completed,2012-04-20 15:01:22+00:00,40776462,42600337,1823875
1291,1-430150814,Completed,2012-04-20 15:01:22+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-04-20 15:01:22+00:00,42600337,42600337,0
1292,1-430793848,Accepted,2010-12-16 08:28:03+00:00,Accepted,Completed,2012-01-24 13:01:49+00:00,0,34922026,34922026
1293,1-430793848,Completed,2012-01-24 13:01:49+00:00,Accepted+Completed,!,2012-01-24 13:01:49+00:00,34922026,34922026,0
1294,1-430836105,Accepted,2010-12-16 10:11:54+00:00,Accepted,Accepted,2010-12-16 10:12:33+00:00,0,33347755,33347755
1295,1-430836105,Accepted,2010-12-16 10:12:33+00:00,Accepted+Accepted,Completed,2012-01-06 09:27:49+00:00,39,33347755,33347716
1296,1-430836105,Completed,2012-01-06 09:27:49+00:00,Accepted+Accepted+Completed,!,2012-01-06 09:27:49+00:00,33347755,33347755,0
1297,1-430880486,Accepted,2010-12-16 10:55:48+00:00,Accepted,Accepted,2011-03-21 16:11:52+00:00,0,38025736,38025736
1298,1-430880486,Accepted,2011-03-21 16:11:52+00:00,Accepted+Accepted,Completed,2012-02-29 13:38:04+00:00,8226964,38025736,29798772
1299,1-430880486,Completed,2012-02-29 13:38:04+00:00,Accepted+Accepted+Completed,!,2012-02-29 13:38:04+00:00,38025736,38025736,0
1300,1-431797119,Accepted,2010-12-20 12:58:13+00:00,Accepted,Queued,2010-12-20 13:01:14+00:00,0,35078958,35078958
1301,1-431797119,Queued,2010-12-20 13:01:14+00:00,Accepted+Queued,Accepted,2010-12-21 15:01:57+00:00,181,35078958,35078777
1302,1-431797119,Accepted,2010-12-21 15:01:57+00:00,Accepted+Queued+Accepted,Accepted,2010-12-21 15:02:11+00:00,93824,35078958,34985134
1303,1-431797119,Accepted,2010-12-21 15:02:11+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-01-30 12:59:16+00:00,93838,35078958,34985120
1304,1-431797119,Accepted,2012-01-30 12:59:16+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-01-30 13:07:31+00:00,35078463,35078958,495
1305,1-431797119,Completed,2012-01-30 13:07:31+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-01-30 13:07:31+00:00,35078958,35078958,0
1306,1-432419251,Accepted,2010-12-21 16:08:01+00:00,Accepted,Queued,2010-12-21 16:22:42+00:00,0,34976894,34976894
1307,1-432419251,Queued,2010-12-21 16:22:42+00:00,Accepted+Queued,Accepted,2010-12-23 10:20:20+00:00,881,34976894,34976013
1308,1-432419251,Accepted,2010-12-23 10:20:20+00:00,Accepted+Queued+Accepted,Accepted,2010-12-23 10:22:21+00:00,151939,34976894,34824955
1309,1-432419251,Accepted,2010-12-23 10:22:21+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2010-12-23 10:22:22+00:00,152060,34976894,34824834
1310,1-432419251,Accepted,2010-12-23 10:22:22+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Accepted,2012-01-30 11:55:06+00:00,152061,34976894,34824833
1311,1-432419251,Accepted,2012-01-30 11:55:06+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Accepted,Completed,2012-01-30 11:56:15+00:00,34976825,34976894,69
1312,1-432419251,Completed,2012-01-30 11:56:15+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-01-30 11:56:15+00:00,34976894,34976894,0
1313,1-432687815,Accepted,2010-12-22 12:09:10+00:00,Accepted,Accepted,2010-12-22 12:16:21+00:00,0,40335962,40335962
1314,1-432687815,Accepted,2010-12-22 12:16:21+00:00,Accepted+Accepted,Accepted,2011-08-31 09:03:38+00:00,431,40335962,40335531
1315,1-432687815,Accepted,2011-08-31 09:03:38+00:00,Accepted+Accepted+Accepted,Completed,2012-04-02 08:35:12+00:00,21761668,40335962,18574294
1316,1-432687815,Completed,2012-04-02 08:35:12+00:00,Accepted+Accepted+Accepted+Completed,!,2012-04-02 08:35:12+00:00,40335962,40335962,0
1317,1-433161361,Accepted,2010-12-23 12:22:24+00:00,Accepted,Queued,2010-12-23 12:26:08+00:00,0,34828572,34828572
1318,1-433161361,Queued,2010-12-23 12:26:08+00:00,Accepted+Queued,Accepted,2010-12-23 12:55:48+00:00,224,34828572,34828348
1319,1-433161361,Accepted,2010-12-23 12:55:48+00:00,Accepted+Queued+Accepted,Accepted,2010-12-23 12:57:02+00:00,2004,34828572,34826568
1320,1-433161361,Accepted,2010-12-23 12:57:02+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-01-30 14:58:34+00:00,2078,34828572,34826494
1321,1-433161361,Accepted,2012-01-30 14:58:34+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-01-30 14:58:36+00:00,34828570,34828572,2
1322,1-433161361,Completed,2012-01-30 14:58:36+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-01-30 14:58:36+00:00,34828572,34828572,0
1323,1-433309965,Accepted,2010-12-24 06:04:53+00:00,Accepted,Queued,2010-12-24 06:09:51+00:00,0,35046876,35046876
1324,1-433309965,Queued,2010-12-24 06:09:51+00:00,Accepted+Queued,Queued,2010-12-24 06:09:52+00:00,298,35046876,35046578
1325,1-433309965,Queued,2010-12-24 06:09:52+00:00,Accepted+Queued+Queued,Accepted,2010-12-24 09:15:14+00:00,299,35046876,35046577
1326,1-433309965,Accepted,2010-12-24 09:15:14+00:00,Accepted+Queued+Queued+Accepted,Accepted,2010-12-24 09:15:22+00:00,11421,35046876,35035455
1327,1-433309965,Accepted,2010-12-24 09:15:22+00:00,Accepted+Queued+Queued+Accepted+Accepted,Queued,2011-04-07 10:38:51+00:00,11429,35046876,35035447
1328,1-433309965,Queued,2011-04-07 10:38:51+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued,Accepted,2011-04-07 10:39:17+00:00,9002038,35046876,26044838
1329,1-433309965,Accepted,2011-04-07 10:39:17+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted,Accepted,2011-04-07 11:07:06+00:00,9002064,35046876,26044812
1330,1-433309965,Accepted,2011-04-07 11:07:06+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted,Accepted,2011-04-07 11:08:47+00:00,9003733,35046876,26043143
1331,1-433309965,Accepted,2011-04-07 11:08:47+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted,Accepted,2011-04-07 15:03:00+00:00,9003834,35046876,26043042
1332,1-433309965,Accepted,2011-04-07 15:03:00+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted,Queued,2011-04-07 15:06:20+00:00,9017887,35046876,26028989
1333,1-433309965,Queued,2011-04-07 15:06:20+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued,Accepted,2011-04-08 13:26:24+00:00,9018087,35046876,26028789
1334,1-433309965,Accepted,2011-04-08 13:26:24+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted,Accepted,2011-04-08 13:28:35+00:00,9098491,35046876,25948385
1335,1-433309965,Accepted,2011-04-08 13:28:35+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted,Accepted,2012-02-02 21:15:47+00:00,9098622,35046876,25948254
1336,1-433309965,Accepted,2012-02-02 21:15:47+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-02 21:19:29+00:00,35046654,35046876,222
1337,1-433309965,Completed,2012-02-02 21:19:29+00:00,Accepted+Queued+Queued+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-02 21:19:29+00:00,35046876,35046876,0
1338,1-433710534,Queued,2010-12-28 01:59:29+00:00,Queued,Queued,2011-02-03 09:30:57+00:00,0,34594167,34594167
1339,1-433710534,Queued,2011-02-03 09:30:57+00:00,Queued+Queued,Accepted,2011-03-10 23:58:59+00:00,3223888,34594167,31370279
1340,1-433710534,Accepted,2011-03-10 23:58:59+00:00,Queued+Queued+Accepted,Queued,2011-06-24 01:20:44+00:00,6299970,34594167,28294197
1341,1-433710534,Queued,2011-06-24 01:20:44+00:00,Queued+Queued+Accepted+Queued,Accepted,2011-06-24 03:49:18+00:00,15376875,34594167,19217292
1342,1-433710534,Accepted,2011-06-24 03:49:18+00:00,Queued+Queued+Accepted+Queued+Accepted,Completed,2012-02-01 11:28:56+00:00,15385789,34594167,19208378
1343,1-433710534,Completed,2012-02-01 11:28:56+00:00,Queued+Queued+Accepted+Queued+Accepted+Completed,!,2012-02-01 11:28:56+00:00,34594167,34594167,0
1344,1-433910332,Accepted,2010-12-28 13:28:04+00:00,Accepted,Accepted,2010-12-28 13:28:11+00:00,0,43708675,43708675
1345,1-433910332,Accepted,2010-12-28 13:28:11+00:00,Accepted+Accepted,Accepted,2011-01-03 07:41:42+00:00,7,43708675,43708668
1346,1-433910332,Accepted,2011-01-03 07:41:42+00:00,Accepted+Accepted+Accepted,Accepted,2011-01-28 15:48:20+00:00,497618,43708675,43211057
1347,1-433910332,Accepted,2011-01-28 15:48:20+00:00,Accepted+Accepted+Accepted+Accepted,Accepted,2011-03-31 08:34:29+00:00,2686816,43708675,41021859
1348,1-433910332,Accepted,2011-03-31 08:34:29+00:00,Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2011-04-06 11:16:21+00:00,8017585,43708675,35691090
1349,1-433910332,Accepted,2011-04-06 11:16:21+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2011-06-29 14:04:50+00:00,8545697,43708675,35162978
1350,1-433910332,Accepted,2011-06-29 14:04:50+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2011-08-15 13:28:38+00:00,15813406,43708675,27895269
1351,1-433910332,Accepted,2011-08-15 13:28:38+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2011-09-09 10:59:20+00:00,19872034,43708675,23836641
1352,1-433910332,Accepted,2011-09-09 10:59:20+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Accepted,2012-05-17 10:45:05+00:00,22023076,43708675,21685599
1353,1-433910332,Accepted,2012-05-17 10:45:05+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted,Completed,2012-05-17 10:45:59+00:00,43708621,43708675,54
1354,1-433910332,Completed,2012-05-17 10:45:59+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-05-17 10:45:59+00:00,43708675,43708675,0
1355,1-434419581,Accepted,2010-12-30 09:45:20+00:00,Accepted,Queued,2010-12-30 09:56:11+00:00,0,34838829,34838829
1356,1-434419581,Queued,2010-12-30 09:56:11+00:00,Accepted+Queued,Accepted,2010-12-30 10:03:45+00:00,651,34838829,34838178
1357,1-434419581,Accepted,2010-12-30 10:03:45+00:00,Accepted+Queued+Accepted,Accepted,2010-12-30 10:06:23+00:00,1105,34838829,34837724
1358,1-434419581,Accepted,2010-12-30 10:06:23+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-02-06 15:07:59+00:00,1263,34838829,34837566
1359,1-434419581,Accepted,2012-02-06 15:07:59+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-06 15:12:29+00:00,34838559,34838829,270
1360,1-434419581,Completed,2012-02-06 15:12:29+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-06 15:12:29+00:00,34838829,34838829,0
1361,1-434892089,Accepted,2011-01-03 11:13:54+00:00,Accepted,Accepted,2011-01-03 11:18:45+00:00,0,32318263,32318263
1362,1-434892089,Accepted,2011-01-03 11:18:45+00:00,Accepted+Accepted,Accepted,2011-06-27 10:32:42+00:00,291,32318263,32317972
1363,1-434892089,Accepted,2011-06-27 10:32:42+00:00,Accepted+Accepted+Accepted,Accepted,2011-06-27 10:32:59+00:00,15117528,32318263,17200735
1364,1-434892089,Accepted,2011-06-27 10:32:59+00:00,Accepted+Accepted+Accepted+Accepted,Accepted,2011-06-27 10:34:53+00:00,15117545,32318263,17200718
1365,1-434892089,Accepted,2011-06-27 10:34:53+00:00,Accepted+Accepted+Accepted+Accepted+Accepted,Completed,2012-01-12 12:31:37+00:00,15117659,32318263,17200604
1366,1-434892089,Completed,2012-01-12 12:31:37+00:00,Accepted+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-01-12 12:31:37+00:00,32318263,32318263,0
1367,1-435824991,Accepted,2011-01-05 21:06:32+00:00,Accepted,Queued,2011-01-05 21:21:19+00:00,0,34279853,34279853
1368,1-435824991,Queued,2011-01-05 21:21:19+00:00,Accepted+Queued,Accepted,2011-01-06 09:17:16+00:00,887,34279853,34278966
1369,1-435824991,Accepted,2011-01-06 09:17:16+00:00,Accepted+Queued+Accepted,Accepted,2011-01-06 09:20:30+00:00,43844,34279853,34236009
1370,1-435824991,Accepted,2011-01-06 09:20:30+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-02-06 15:12:42+00:00,44038,34279853,34235815
1371,1-435824991,Accepted,2012-02-06 15:12:42+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-06 15:17:25+00:00,34279570,34279853,283
1372,1-435824991,Completed,2012-02-06 15:17:25+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-06 15:17:25+00:00,34279853,34279853,0
1373,1-435825107,Accepted,2011-01-05 21:24:55+00:00,Accepted,Queued,2011-01-05 21:25:49+00:00,0,34279027,34279027
1374,1-435825107,Queued,2011-01-05 21:25:49+00:00,Accepted+Queued,Accepted,2011-01-06 09:24:26+00:00,54,34279027,34278973
1375,1-435825107,Accepted,2011-01-06 09:24:26+00:00,Accepted+Queued+Accepted,Accepted,2011-01-06 09:24:39+00:00,43171,34279027,34235856
1376,1-435825107,Accepted,2011-01-06 09:24:39+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-02-06 15:19:29+00:00,43184,34279027,34235843
1377,1-435825107,Accepted,2012-02-06 15:19:29+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-06 15:22:02+00:00,34278874,34279027,153
1378,1-435825107,Completed,2012-02-06 15:22:02+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-06 15:22:02+00:00,34279027,34279027,0
1379,1-437141508,Accepted,2011-01-10 18:01:33+00:00,Accepted,Completed,2012-05-22 16:06:56+00:00,0,43020323,43020323
1380,1-437141508,Completed,2012-05-22 16:06:56+00:00,Accepted+Completed,!,2012-05-22 16:06:56+00:00,43020323,43020323,0
1381,1-438526021,Accepted,2011-01-12 15:59:25+00:00,Accepted,Accepted,2011-05-04 06:20:36+00:00,0,31252621,31252621
1382,1-438526021,Accepted,2011-05-04 06:20:36+00:00,Accepted+Accepted,Completed,2012-01-09 09:16:26+00:00,9642071,31252621,21610550
1383,1-438526021,Completed,2012-01-09 09:16:26+00:00,Accepted+Accepted+Completed,!,2012-01-09 09:16:26+00:00,31252621,31252621,0
1384,1-438897551,Accepted,2011-01-13 09:01:34+00:00,Accepted,Completed,2012-01-10 11:24:45+00:00,0,31285391,31285391
1385,1-438897551,Completed,2012-01-10 11:24:45+00:00,Accepted+Completed,!,2012-01-10 11:24:45+00:00,31285391,31285391,0
1386,1-439833168,Accepted,2011-01-14 12:10:28+00:00,Accepted,Accepted,2011-01-14 13:54:33+00:00,0,35518649,35518649
1387,1-439833168,Accepted,2011-01-14 13:54:33+00:00,Accepted+Accepted,Completed,2012-02-29 14:27:57+00:00,6245,35518649,35512404
1388,1-439833168,Completed,2012-02-29 14:27:57+00:00,Accepted+Accepted+Completed,!,2012-02-29 14:27:57+00:00,35518649,35518649,0
1389,1-439863114,Accepted,2011-01-14 12:39:54+00:00,Accepted,Accepted,2011-05-04 06:27:15+00:00,0,31092663,31092663
1390,1-439863114,Accepted,2011-05-04 06:27:15+00:00,Accepted+Accepted,Completed,2012-01-09 09:30:57+00:00,9481641,31092663,21611022
1391,1-439863114,Completed,2012-01-09 09:30:57+00:00,Accepted+Accepted+Completed,!,2012-01-09 09:30:57+00:00,31092663,31092663,0
1392,1-440576028,Accepted,2011-01-17 10:12:41+00:00,Accepted,Completed,2012-01-06 16:48:18+00:00,0,30609337,30609337
1393,1-440576028,Completed,2012-01-06 16:48:18+00:00,Accepted+Completed,!,2012-01-06 16:48:18+00:00,30609337,30609337,0
1394,1-441507371,Accepted,2011-01-18 09:35:34+00:00,Accepted,Queued,2011-01-18 09:46:33+00:00,0,35251183,35251183
1395,1-441507371,Queued,2011-01-18 09:46:33+00:00,Accepted+Queued,Accepted,2012-02-01 11:02:01+00:00,659,35251183,35250524
1396,1-441507371,Accepted,2012-02-01 11:02:01+00:00,Accepted+Queued+Accepted,Completed,2012-03-01 09:35:17+00:00,32750787,35251183,2500396
1397,1-441507371,Completed,2012-03-01 09:35:17+00:00,Accepted+Queued+Accepted+Completed,!,2012-03-01 09:35:17+00:00,35251183,35251183,0
1398,1-442885842,Accepted,2011-01-20 10:53:13+00:00,Accepted,Queued,2011-01-20 14:54:48+00:00,0,38634570,38634570
1399,1-442885842,Queued,2011-01-20 14:54:48+00:00,Accepted+Queued,Accepted,2011-01-21 13:02:48+00:00,14495,38634570,38620075
1400,1-442885842,Accepted,2011-01-21 13:02:48+00:00,Accepted+Queued+Accepted,Accepted,2011-01-25 09:37:56+00:00,94175,38634570,38540395
1401,1-442885842,Accepted,2011-01-25 09:37:56+00:00,Accepted+Queued+Accepted+Accepted,Queued,2011-01-27 15:38:51+00:00,427483,38634570,38207087
1402,1-442885842,Queued,2011-01-27 15:38:51+00:00,Accepted+Queued+Accepted+Accepted+Queued,Accepted,2012-04-11 14:42:15+00:00,621938,38634570,38012632
1403,1-442885842,Accepted,2012-04-11 14:42:15+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted,Completed,2012-04-11 14:42:43+00:00,38634542,38634570,28
1404,1-442885842,Completed,2012-04-11 14:42:43+00:00,Accepted+Queued+Accepted+Accepted+Queued+Accepted+Completed,!,2012-04-11 14:42:43+00:00,38634570,38634570,0
1405,1-443175071,Accepted,2011-01-20 16:18:05+00:00,Accepted,Accepted,2011-03-21 16:30:18+00:00,0,36601237,36601237
1406,1-443175071,Accepted,2011-03-21 16:30:18+00:00,Accepted+Accepted,Completed,2012-03-19 07:18:42+00:00,5184733,36601237,31416504
1407,1-443175071,Completed,2012-03-19 07:18:42+00:00,Accepted+Accepted+Completed,!,2012-03-19 07:18:42+00:00,36601237,36601237,0
1408,1-443637654,Accepted,2011-01-21 10:44:13+00:00,Accepted,Queued,2011-01-21 10:49:53+00:00,0,32685001,32685001
1409,1-443637654,Queued,2011-01-21 10:49:53+00:00,Accepted+Queued,Accepted,2011-01-21 11:00:03+00:00,340,32685001,32684661
1410,1-443637654,Accepted,2011-01-21 11:00:03+00:00,Accepted+Queued+Accepted,Accepted,2011-01-21 11:03:23+00:00,950,32685001,32684051
1411,1-443637654,Accepted,2011-01-21 11:03:23+00:00,Accepted+Queued+Accepted+Accepted,Accepted,2012-02-03 16:52:12+00:00,1150,32685001,32683851
1412,1-443637654,Accepted,2012-02-03 16:52:12+00:00,Accepted+Queued+Accepted+Accepted+Accepted,Completed,2012-02-03 17:54:14+00:00,32681279,32685001,3722
1413,1-443637654,Completed,2012-02-03 17:54:14+00:00,Accepted+Queued+Accepted+Accepted+Accepted+Completed,!,2012-02-03 17:54:14+00:00,32685001,32685001,0
1414,1-448698916,Accepted,2011-01-24 09:44:16+00:00,Accepted,Accepted,2011-12-16 09:31:22+00:00,0,37244313,37244313
1415,1-448698916,Accepted,2011-12-16 09:31:22+00:00,Accepted+Accepted,Completed,2012-03-30 11:22:49+00:00,28165626,37244313,9078687
1416,1-448698916,Completed,2012-03-30 11:22:49+00:00,Accepted+Accepted+Completed,!,2012-03-30 11:22:49+00:00,37244313,37244313,0
1417,1-454389870,Accepted,2011-01-26 09:09:40+00:00,Accepted,Accepted,2011-05-03 07:37:30+00:00,0,40353306,40353306
1418,1-454389870,Accepted,2011-05-03 07:37:30+00:00,Accepted+Accepted,Accepted,2011-06-30 09:05:09+00:00,8375270,40353306,31978036
1419,1-454389870,Accepted,2011-06-30 09:05:09+00:00,Accepted+Accepted+Accepted,Completed,2011-06-30 09:05:10+00:00,13391729,40353306,26961577
1420,1-454389870,Completed,2011-06-30 09:05:10+00:00,Accepted+Accepted+Accepted+Completed,Accepted,2011-12-07 14:57:44+00:00,13391730,40353306,26961576
1421,1-454389870,Accepted,2011-12-07 14:57:44+00:00,Accepted+Accepted+Accepted+Completed+Accepted,Accepted,2011-12-07 14:59:59+00:00,27236884,40353306,13116422
1422,1-454389870,Accepted,2011-12-07 14:59:59+00:00,Accepted+Accepted+Accepted+Completed+Accepted+Accepted,Accepted,2011-12-08 08:23:44+00:00,27237019,40353306,13116287
1423,1-454389870,Accepted,2011-12-08 08:23:44+00:00,Accepted+Accepted+Accepted+Completed+Accepted+Accepted+Accepted,Accepted,2012-01-03 14:24:34+00:00,27299644,40353306,13053662
1424,1-454389870,Accepted,2012-01-03 14:24:34+00:00,Accepted+Accepted+Accepted+Completed+Accepted+Accepted+Accepted+Accepted,Completed,2012-05-07 10:24:46+00:00,29567694,40353306,10785612
1425,1-454389870,Completed,2012-05-07 10:24:46+00:00,Accepted+Accepted+Accepted+Completed+Accepted+Accepted+Accepted+Accepted+Completed,!,2012-05-07 10:24:46+00:00,40353306,40353306,0
1426,1-457173714,Accepted,2011-01-27 08:36:28+00:00,Accepted,Accepted,2011-12-16 09:31:05+00:00,0,42076653,42076653
1427,1-457173714,Accepted,2011-12-16 09:31:05+00:00,Accepted+Accepted,Completed,2012-05-28 08:34:01+00:00,27910477,42076653,14166176
